Path,target,target_numerique,prediction
Images/PBC_dataset_normal_DIB\ig/MMY_879255.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_841078.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_375821.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_382804.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_869133.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_724779.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_910991.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_641431.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_454630.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_499103.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_319331.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_406667.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_840542.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_94859.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_551471.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_257583.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_76411.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_641324.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_980572.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_264354.jpg,MO,6,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_361517.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_429010.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_469644.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_321089.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_131711.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_59662.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_189918.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_517596.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_159653.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_875104.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_458178.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_929629.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_615170.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_633498.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_726052.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_868765.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_731641.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_271302.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_520896.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_531105.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_106989.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_954088.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MMY_482591.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_56149.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_609748.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_326816.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_556551.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_483235.jpg,LY,4,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_514232.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\lymphocyte/LY_541663.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/BNE_866979.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_706568.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_615294.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MMY_694442.jpg,IG,3,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_231925.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_866984.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_480268.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_897327.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_132298.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\eosinophil/EO_569620.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/IG_783313.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_579598.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_164848.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_948168.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_609494.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_506281.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_362039.jpg,IG,3,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_113359.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_834949.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_850494.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_95719.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_720406.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_525989.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_582679.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_868537.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_918862.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_831290.jpg,BA,5,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_860190.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_675041.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/PMY_289958.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_243429.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_85450.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_377730.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_609060.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_661451.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_323373.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_262501.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_371029.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/SNE_126017.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_477716.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_110481.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_400768.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_87643.jpg,NEUTROPHIL,1,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_610112.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_273418.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\lymphocyte/LY_447144.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_51138.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_303175.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_183171.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\basophil/BA_315376.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\lymphocyte/LY_909959.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\erythroblast/ERB_490000.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_989323.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_620708.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_226451.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_436432.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_511776.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_904581.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_7303.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_889850.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_473164.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_830535.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_939522.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_498211.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_612508.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_308168.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_777961.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_270322.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_662037.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_645334.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_423704.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MMY_954583.jpg,IG,3,LY
Images/PBC_dataset_normal_DIB\basophil/BA_653817.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/SNE_880415.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_843954.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_814008.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/PMY_327868.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_626759.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_358508.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_629963.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_395866.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_172469.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MMY_887819.jpg,IG,3,BA
Images/PBC_dataset_normal_DIB\basophil/BA_583166.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_38232.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_19758.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MMY_676138.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_926006.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_129353.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_930655.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_161790.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_720242.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_376738.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_186526.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_19756.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_449362.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\basophil/BA_617523.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\lymphocyte/LY_607133.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_445426.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_390200.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_229550.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/MY_944864.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_901117.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_826772.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\ig/MY_397699.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_630078.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_882393.jpg,BA,5,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_562157.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\ig/MMY_952919.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_204968.jpg,IG,3,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_36065.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_169881.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_847141.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_815811.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_806352.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_945172.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_554741.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_137703.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_68925.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_440210.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_114903.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_193682.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_889102.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_570415.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\neutrophil/BNE_436569.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_128174.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_285976.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_973117.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_671537.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_392106.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_550196.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\lymphocyte/LY_65073.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\monocyte/MO_254452.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_597343.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_620655.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\lymphocyte/LY_870487.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_476747.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_303729.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_85687.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\eosinophil/EO_377573.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_456982.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/SNE_465548.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_120534.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_448273.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_833268.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_690304.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_42662.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_100529.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_95550.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\lymphocyte/LY_310222.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_255440.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_646711.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_483120.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\monocyte/MO_497117.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_775368.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_475360.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_648815.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_83662.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_921592.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_665149.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_480700.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\basophil/BA_345077.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\erythroblast/ERB_551920.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_909046.jpg,IG,3,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_482766.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_64091.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_532385.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/PMY_845030.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_756753.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_887581.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_98108.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/SNE_671899.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_843015.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_488643.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_851013.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\basophil/BA_395492.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\monocyte/MO_104451.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\monocyte/MO_413572.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/MY_316357.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/SNE_465183.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\erythroblast/ERB_693848.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\basophil/BA_78609.jpg,BA,5,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_261509.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_177975.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_957741.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_383975.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_396574.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_279050.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\erythroblast/ERB_72526.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_832343.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_803041.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_604811.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_941531.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_258636.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_67131.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_211767.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\lymphocyte/LY_907042.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\eosinophil/EO_592357.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_368109.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_592225.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_537381.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\monocyte/MO_376948.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_749180.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\lymphocyte/LY_893259.jpg,LY,4,LY
Images/PBC_dataset_normal_DIB\neutrophil/SNE_308219.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\monocyte/MO_125756.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\ig/PMY_985586.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_205123.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_168211.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\neutrophil/SNE_67811.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_797104.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_902136.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\eosinophil/EO_782907.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MY_974284.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_808166.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_473999.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/MMY_67970.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\neutrophil/BNE_941004.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/BNE_949188.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\neutrophil/SNE_696483.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_88731.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MY_912866.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MY_745927.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/MMY_307426.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_140425.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\ig/PMY_89876.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_465350.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\erythroblast/ERB_658445.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\platelet/PLATELET_282126.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_788086.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\eosinophil/EO_526929.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\neutrophil/BNE_207654.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_788176.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\erythroblast/ERB_390866.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\ig/MY_823559.jpg,IG,3,LY
Images/PBC_dataset_normal_DIB\platelet/PLATELET_200759.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\basophil/BA_93046.jpg,BA,5,BA
Images/PBC_dataset_normal_DIB\ig/PMY_498552.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\monocyte/MO_858410.jpg,MO,6,MO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_598629.jpg,ERB,0,ERB
Images/PBC_dataset_normal_DIB\neutrophil/BNE_818755.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\platelet/PLATELET_2033.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_939188.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\eosinophil/EO_264654.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_218533.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\eosinophil/EO_202912.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\erythroblast/ERB_332484.jpg,ERB,0,IG
Images/PBC_dataset_normal_DIB\eosinophil/EO_421945.jpg,EO,2,EO
Images/PBC_dataset_normal_DIB\platelet/PLATELET_729936.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\ig/MMY_600895.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\ig/PMY_800629.jpg,IG,3,IG
Images/PBC_dataset_normal_DIB\platelet/PLATELET_302509.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\platelet/PLATELET_503123.jpg,PLATELET,7,PLATELET
Images/PBC_dataset_normal_DIB\neutrophil/BNE_974504.jpg,NEUTROPHIL,1,NEUTROPHIL
Images/PBC_dataset_normal_DIB\basophil/BA_455128.jpg,BA,5,BA
